Cells	Sample	Replicate	Normalizer	Gene	CT	Figure	Normalized
ERG1_CRE	Dox	Rep2	Gapdh	Bcan	21.611	6C	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Bcan	21.668	6C	FALSE
ERG1_CRE	Dox	Rep1	Gapdh	Lgr5	27.575	6C	FALSE
ERG1_CRE	Dox	Rep2	Gapdh	Lgr5	27.931	6C	FALSE
ERG1_CRE	Dox	Rep3	Gapdh	Lgr5	27.938	6C	FALSE
T445-DOX	Mock	Rep1	Gapdh	Gapdh	16.2	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Gapdh	16.159	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Gapdh	16.125	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Fosl1	25.524	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Fosl1	25.544	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Fosl1	25.522	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Plau	27.196	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Plau	27.015	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Plau	27.334	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Itga7	26.213	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Itga7	26.079	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Itga7	26.073	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Timp1	23.967	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Timp1	24.265	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Timp1	24.116	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Plaur	24.973	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Plaur	24.962	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Plaur	24.96	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Fn1	25.97	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Fn1	25.936	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Fn1	25.645	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Cyr61	25.117	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Cyr61	25.147	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Cyr61	24.98	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Actn1	24.455	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Actn1	24.463	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Actn1	24.383	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	S100a4	26.963	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	S100a4	26.988	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	S100a4	27.028	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Vim	19.794	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Vim	20.503	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Vim	20.06	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Cd44	21.873	6F	FALSE
T445-DOX	Mock	Rep2	Gapdh	Cd44	21.67	6F	FALSE
T445-DOX	Mock	Rep3	Gapdh	Cd44	21.471	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Gapdh	15.984	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Gapdh	15.98	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Gapdh	16.016	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Fosl1	20.391	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Fosl1	20.406	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Fosl1	20.319	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Plau	25.705	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Plau	25.627	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Plau	25.302	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Itga7	24.348	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Itga7	24.425	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Itga7	24.457	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Timp1	24.238	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Timp1	24.289	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Timp1	24.495	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Plaur	22.528	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Plaur	22.639	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Plaur	22.845	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Fn1	26.104	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Fn1	26.095	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Fn1	25.973	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Cyr61	23.747	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Cyr61	23.976	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Cyr61	23.894	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Actn1	22.08	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Actn1	21.964	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Actn1	21.964	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	S100a4	27.071	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	S100a4	27.036	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	S100a4	27.182	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Vim	19.496	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Vim	19.407	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Vim	19.589	6F	FALSE
T445+DOX	Dox	Rep1	Gapdh	Cd44	22.215	6F	FALSE
T445+DOX	Dox	Rep2	Gapdh	Cd44	21.149	6F	FALSE
T445+DOX	Dox	Rep3	Gapdh	Cd44	21.156	6F	FALSE
T445-DOX	Mock	Rep1	Gapdh	Gapdh	16.2	6G	FALSE
T445-DOX	Mock	Rep2	Gapdh	Gapdh	16.159	6G	FALSE
T445-DOX	Mock	Rep3	Gapdh	Gapdh	16.125	6G	FALSE
T445-DOX	Mock	Rep1	Gapdh	Olig2	21.545	6G	FALSE
T445-DOX	Mock	Rep2	Gapdh	Olig2	21.365	6G	FALSE
T445-DOX	Mock	Rep3	Gapdh	Olig2	21.58	6G	FALSE
T445-DOX	Mock	Rep1	Gapdh	Ncam1	27.856	6G	FALSE
T445-DOX	Mock	Rep2	Gapdh	Ncam1	27.766	6G	FALSE
T445-DOX	Mock	Rep3	Gapdh	Ncam1	27.989	6G	FALSE
T445-DOX	Mock	Rep1	Gapdh	Dll3	33.47	6G	FALSE
T445-DOX	Mock	Rep2	Gapdh	Dll3	34.685	6G	FALSE
T445-DOX	Mock	Rep3	Gapdh	Dll3	32.9	6G	FALSE
T445-DOX	Mock	Rep1	Gapdh	Bcan	22.982	6G	FALSE
T445-DOX	Mock	Rep2	Gapdh	Bcan	22.904	6G	FALSE
T445-DOX	Mock	Rep3	Gapdh	Bcan	22.867	6G	FALSE
T445-DOX	Mock	Rep1	Gapdh	Lgr5	25.81	6G	FALSE
T445-DOX	Mock	Rep2	Gapdh	Lgr5	25.753	6G	FALSE
T445-DOX	Mock	Rep3	Gapdh	Lgr5	25.922	6G	FALSE
T445+DOX	Dox	Rep1	Gapdh	Gapdh	15.984	6G	FALSE
T445+DOX	Dox	Rep2	Gapdh	Gapdh	15.98	6G	FALSE
T445+DOX	Dox	Rep3	Gapdh	Gapdh	16.016	6G	FALSE
T445+DOX	Dox	Rep1	Gapdh	Olig2	21.631	6G	FALSE
T445+DOX	Dox	Rep2	Gapdh	Olig2	21.633	6G	FALSE
T445+DOX	Dox	Rep3	Gapdh	Olig2	21.471	6G	FALSE
T445+DOX	Dox	Rep1	Gapdh	Ncam1	29.226	6G	FALSE
T445+DOX	Dox	Rep2	Gapdh	Ncam1	29.351	6G	FALSE
T445+DOX	Dox	Rep3	Gapdh	Ncam1	29.39	6G	FALSE
T445+DOX	Dox	Rep1	Gapdh	Dll3	33.212	6G	FALSE
T445+DOX	Dox	Rep2	Gapdh	Dll3	33.099	6G	FALSE
T445+DOX	Dox	Rep3	Gapdh	Dll3	33.256	6G	FALSE
T445+DOX	Dox	Rep1	Gapdh	Bcan	24.164	6G	FALSE
T445+DOX	Dox	Rep2	Gapdh	Bcan	23.988	6G	FALSE
T445+DOX	Dox	Rep3	Gapdh	Bcan	24.048	6G	FALSE
T445+DOX	Dox	Rep1	Gapdh	Lgr5	30.369	6G	FALSE
T445+DOX	Dox	Rep2	Gapdh	Lgr5	30.019	6G	FALSE
T445+DOX	Dox	Rep3	Gapdh	Lgr5	30.374	6G	FALSE
T455+DOX	Dox	Rep1	Gapdh	Gapdh	16.678	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Gapdh	16.489	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Gapdh	16.382	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Fosl1	19.919	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Fosl1	19.873	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Fosl1	19.993	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Plau	27.867	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Plau	27.657	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Plau	27.82	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Itga7	22.73	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Itga7	22.783	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Itga7	22.67	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Timp1	23.656	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Timp1	23.892	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Timp1	23.797	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Plaur	24.049	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Plaur	24.02	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Plaur	24.053	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Fn1	25.288	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Fn1	25.474	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Fn1	25.372	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Cyr61	24.211	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Cyr61	24.16	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Cyr61	24.177	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Actn1	22.155	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Actn1	22.05	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Actn1	21.936	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	S100a4	25.839	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	S100a4	25.79	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	S100a4	25.92	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Vim	18.489	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Vim	18.638	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Vim	18.531	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Cd44	20.927	6I	FALSE
T455+DOX	Dox	Rep2	Gapdh	Cd44	20.855	6I	FALSE
T455+DOX	Dox	Rep3	Gapdh	Cd44	20.906	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Gapdh	16.751	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Gapdh	16.806	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Gapdh	16.897	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Fosl1	23.664	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Fosl1	23.731	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Fosl1	23.808	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Plau	27.674	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Plau	27.647	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Plau	27.656	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Itga7	23.7	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Itga7	23.811	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Itga7	23.905	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Timp1	22.991	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Timp1	23.163	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Timp1	23.05	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Plaur	25.074	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Plaur	25.207	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Plaur	25.004	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Fn1	26.076	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Fn1	25.805	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Fn1	25.839	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Cyr61	25.981	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Cyr61	25.87	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Cyr61	26.156	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Actn1	23.218	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Actn1	23.696	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Actn1	23.544	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	S100a4	29.939	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	S100a4	30.066	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	S100a4	30.313	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Vim	19.692	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Vim	19.857	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Vim	19.79	6I	FALSE
T455-DOX	Mock	Rep1	Gapdh	Cd44	22.288	6I	FALSE
T455-DOX	Mock	Rep2	Gapdh	Cd44	22.309	6I	FALSE
T455-DOX	Mock	Rep3	Gapdh	Cd44	22.128	6I	FALSE
T455+DOX	Dox	Rep1	Gapdh	Gapdh	16.678	6J	FALSE
T455+DOX	Dox	Rep2	Gapdh	Gapdh	16.489	6J	FALSE
T455+DOX	Dox	Rep3	Gapdh	Gapdh	16.382	6J	FALSE
T455+DOX	Dox	Rep1	Gapdh	Olig2	20.646	6J	FALSE
T455+DOX	Dox	Rep2	Gapdh	Olig2	20.702	6J	FALSE
T455+DOX	Dox	Rep3	Gapdh	Olig2	20.598	6J	FALSE
T455+DOX	Dox	Rep1	Gapdh	Ncam1	28.641	6J	FALSE
T455+DOX	Dox	Rep2	Gapdh	Ncam1	28.425	6J	FALSE
T455+DOX	Dox	Rep3	Gapdh	Ncam1	28.483	6J	FALSE
T455+DOX	Dox	Rep1	Gapdh	Dll3	30.921	6J	FALSE
T455+DOX	Dox	Rep2	Gapdh	Dll3	31.916	6J	FALSE
T455+DOX	Dox	Rep3	Gapdh	Dll3	33.4	6J	FALSE
T455+DOX	Dox	Rep1	Gapdh	Bcan	22.417	6J	FALSE
T455+DOX	Dox	Rep2	Gapdh	Bcan	22.333	6J	FALSE
T455+DOX	Dox	Rep3	Gapdh	Bcan	22.397	6J	FALSE
T455+DOX	Dox	Rep1	Gapdh	Lgr5	29.918	6J	FALSE
T455+DOX	Dox	Rep2	Gapdh	Lgr5	29.728	6J	FALSE
T455+DOX	Dox	Rep3	Gapdh	Lgr5	29.45	6J	FALSE
T455-DOX	Mock	Rep1	Gapdh	Gapdh	16.751	6J	FALSE
T455-DOX	Mock	Rep2	Gapdh	Gapdh	16.806	6J	FALSE
T455-DOX	Mock	Rep3	Gapdh	Gapdh	16.897	6J	FALSE
T455-DOX	Mock	Rep1	Gapdh	Olig2	20.559	6J	FALSE
T455-DOX	Mock	Rep2	Gapdh	Olig2	20.866	6J	FALSE
T455-DOX	Mock	Rep3	Gapdh	Olig2	20.551	6J	FALSE
T455-DOX	Mock	Rep1	Gapdh	Ncam1	27.724	6J	FALSE
T455-DOX	Mock	Rep2	Gapdh	Ncam1	28.193	6J	FALSE
T455-DOX	Mock	Rep3	Gapdh	Ncam1	27.622	6J	FALSE
T455-DOX	Mock	Rep1	Gapdh	Dll3	30.657	6J	FALSE
T455-DOX	Mock	Rep2	Gapdh	Dll3	29.976	6J	FALSE
T455-DOX	Mock	Rep3	Gapdh	Dll3	29.913	6J	FALSE
T455-DOX	Mock	Rep1	Gapdh	Bcan	22.135	6J	FALSE
T455-DOX	Mock	Rep2	Gapdh	Bcan	22.122	6J	FALSE
T455-DOX	Mock	Rep3	Gapdh	Bcan	22.097	6J	FALSE
T455-DOX	Mock	Rep1	Gapdh	Lgr5	27.415	6J	FALSE
T455-DOX	Mock	Rep2	Gapdh	Lgr5	27.161	6J	FALSE
T455-DOX	Mock	Rep3	Gapdh	Lgr5	27.212	6J	FALSE
BTSC349	Input	Rep1	NA	PLAU	25.131	7J	FALSE
BTSC349	Input	Rep2	NA	PLAU	25.652	7J	FALSE
BTSC349	Input	Rep3	NA	PLAU	25.463	7J	FALSE
BTSC349	IgG	Rep1	NA	PLAU	37.044	7J	FALSE
BTSC349	IgG	Rep2	NA	PLAU	36.152	7J	FALSE
BTSC349	IgG	Rep3	NA	PLAU	34.903	7J	FALSE
BTSC349	FRA1	Rep1	NA	PLAU	30.848	7J	FALSE
BTSC349	FRA1	Rep2	NA	PLAU	30.878	7J	FALSE
BTSC349	FRA1	Rep3	NA	PLAU	31.687	7J	FALSE
BTSC349	Input	Rep1	NA	TNC	26.424	7J	FALSE
BTSC349	Input	Rep2	NA	TNC	26.165	7J	FALSE
BTSC349	Input	Rep3	NA	TNC	26.309	7J	FALSE
BTSC349	IgG	Rep1	NA	TNC	35.937	7J	FALSE
BTSC349	IgG	Rep2	NA	TNC	35.366	7J	FALSE
BTSC349	IgG	Rep3	NA	TNC	34.952	7J	FALSE
BTSC349	FRA1	Rep1	NA	TNC	32.226	7J	FALSE
BTSC349	FRA1	Rep2	NA	TNC	32.313	7J	FALSE
BTSC349	FRA1	Rep3	NA	TNC	32.371	7J	FALSE
BTSC349	Input	Rep1	NA	ITGA5	26.804	7J	FALSE
BTSC349	Input	Rep2	NA	ITGA5	26.639	7J	FALSE
BTSC349	Input	Rep3	NA	ITGA5	26.984	7J	FALSE
BTSC349	IgG	Rep1	NA	ITGA5	36.943	7J	FALSE
BTSC349	IgG	Rep2	NA	ITGA5	35.431	7J	FALSE
BTSC349	IgG	Rep3	NA	ITGA5	36.703	7J	FALSE
BTSC349	FRA1	Rep1	NA	ITGA5	32.779	7J	FALSE
BTSC349	FRA1	Rep2	NA	ITGA5	32.65	7J	FALSE
BTSC349	FRA1	Rep3	NA	ITGA5	32.516	7J	FALSE
BTSC349	Input	Rep1	NA	CD44	23.699	7J	FALSE
BTSC349	Input	Rep2	NA	CD44	25.04	7J	FALSE
BTSC349	Input	Rep3	NA	CD44	23.613	7J	FALSE
BTSC349	IgG	Rep1	NA	CD44	33.685	7J	FALSE
BTSC349	IgG	Rep2	NA	CD44	37.07	7J	FALSE
BTSC349	IgG	Rep3	NA	CD44	33.98	7J	FALSE
BTSC349	FRA1	Rep1	NA	CD44	30.903	7J	FALSE
BTSC349	FRA1	Rep2	NA	CD44	30.569	7J	FALSE
BTSC349	FRA1	Rep3	NA	CD44	31.232	7J	FALSE
BTSC349	Input	Rep1	NA	NANOG	26.513	7J	FALSE
BTSC349	Input	Rep2	NA	NANOG	26.204	7J	FALSE
BTSC349	Input	Rep3	NA	NANOG	26.415	7J	FALSE
BTSC349	IgG	Rep1	NA	NANOG	36.952	7J	FALSE
BTSC349	IgG	Rep2	NA	NANOG	35.916	7J	FALSE
BTSC349	IgG	Rep3	NA	NANOG	35.534	7J	FALSE
BTSC349	FRA1	Rep1	NA	NANOG	34.974	7J	FALSE
BTSC349	FRA1	Rep2	NA	NANOG	34.827	7J	FALSE
BTSC349	FRA1	Rep3	NA	NANOG	35.534	7J	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	GAPDH	16.995	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	GAPDH	16.68	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	GAPDH	16.696	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	FOSL1	22.462	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	FOSL1	22.253	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	FOSL1	22.044	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	TIMP1	18.312	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	TIMP1	18.321	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	TIMP1	18.29	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	FN1	17.009	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	FN1	16.952	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	FN1	16.88	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	VIM	14.773	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	VIM	14.811	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	VIM	14.771	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	CD44	18.259	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	CD44	18.12	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	CD44	18.016	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	S100A4	26.419	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	S100A4	26.514	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	S100A4	26.522	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	CTGF	22.887	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	CTGF	22.969	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	CTGF	23.016	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	SERPINE1	20.598	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	SERPINE1	20.65	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	SERPINE1	20.667	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	RUNX1	32.277	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	RUNX1	33.554	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	RUNX1	32.996	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	STAT3	28.934	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	STAT3	29.01	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	STAT3	29.094	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	GAPDH	16.357	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	GAPDH	16.705	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	GAPDH	16.519	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	FOSL1	26.97	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	FOSL1	25.786	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	FOSL1	25.836	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	TIMP1	19.691	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	TIMP1	19.871	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	TIMP1	19.671	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	FN1	17.252	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	FN1	17.317	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	FN1	17.184	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	VIM	16.049	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	VIM	16.118	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	VIM	16.175	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	CD44	19.013	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	CD44	19.031	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	CD44	18.964	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	S100A4	27.198	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	S100A4	27.231	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	S100A4	27.399	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	CTGF	23.896	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	CTGF	23.973	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	CTGF	23.999	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	SERPINE1	22.073	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	SERPINE1	21.779	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	SERPINE1	21.944	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	RUNX1	32.897	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	RUNX1	33.815	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	RUNX1	37.073	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep1	GAPDH	STAT3	29.819	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep2	GAPDH	STAT3	29.848	S8E_left	FALSE
BTSC349_shFosl1	Dox	Rep3	GAPDH	STAT3	29.947	S8E_left	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	GAPDH	15.272	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	GAPDH	15.267	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	GAPDH	15.104	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	OLIG2	34.71	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	OLIG2	35.563	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	OLIG2	35.332	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	NCAM1	23.058	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	NCAM1	23.777	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	NCAM1	23.159	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep1	GAPDH	ASCL1	35.996	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep2	GAPDH	ASCL1	36.721	S8E_right	FALSE
BTSC349_shFosl1	Mock	Rep3	GAPDH	ASCL1	36.359	S8E_right	FALSE
